document_id,paragraph_id,sentence_id,token_id,term_str,POS,speaker,coach_flag,stopword_flag,unimportant_flag
02_004_22c_100,5,4,20,truth,NN,Kristyn,1,0,0
02_004_22c_100,5,4,22,kids,NNS,Kristyn,1,0,0
02_004_22c_100,5,4,23,bring,VBG,Kristyn,1,0,0
02_004_22c_100,5,4,24,like,IN,Kristyn,1,0,0
02_004_22c_100,5,4,26,lot,NN,Kristyn,1,0,0
02_004_22c_100,5,4,28,different,JJ,Kristyn,1,0,0
02_004_22c_100,5,4,29,behavioral,JJ,Kristyn,1,0,0
02_004_22c_100,5,4,30,norms,NNS,Kristyn,1,0,0
02_004_22c_100,5,4,33,classroom,NN,Kristyn,1,0,0
02_004_22c_100,5,4,34,depending,VBG,Kristyn,1,0,0
02_004_22c_100,5,4,36,former,JJ,Kristyn,1,0,0
02_004_22c_100,5,4,37,classes,NNS,Kristyn,1,0,0
02_004_22c_100,5,4,39,classes,NNS,Kristyn,1,0,0
02_004_22c_100,5,4,40,home,VBP,Kristyn,1,0,0
02_004_22c_100,5,4,41,situations,NNS,Kristyn,1,0,0
02_004_22c_100,5,4,44,really,RB,Kristyn,1,0,0
02_004_22c_100,5,4,45,may,MD,Kristyn,1,0,0
02_004_22c_100,5,4,49,good,JJ,Kristyn,1,0,0
02_004_22c_100,5,4,50,sense,NN,Kristyn,1,0,0
02_004_22c_100,5,4,54,appropriate,JJ,Kristyn,1,0,0
02_004_22c_100,5,4,57,room,NN,Kristyn,1,0,0
02_004_22c_100,5,5,4,student,NN,Kristyn,1,0,0
02_004_22c_100,5,5,6,misbehaving,VBG,Kristyn,1,0,0
02_004_22c_100,5,5,8,want,VBP,Kristyn,1,0,0
02_004_22c_100,5,5,11,use,VB,Kristyn,1,0,0
02_004_22c_100,5,5,13,precise,JJ,Kristyn,1,0,0
02_004_22c_100,5,5,14,love,NN,Kristyn,1,0,0
02_004_22c_100,5,5,15,language,NN,Kristyn,1,0,0
02_004_22c_100,5,5,17,possible,JJ,Kristyn,1,0,0
02_004_22c_100,5,5,19,let,VB,Kristyn,1,0,0
02_004_22c_100,5,5,21,know,VB,Kristyn,1,0,0
02_004_22c_100,5,6,3,instance,NN,Kristyn,1,0,0
02_004_22c_100,5,6,5,ethan,NNP,Kristyn,1,0,0
02_004_22c_100,5,6,7,acting,VBG,Kristyn,1,0,0
02_004_22c_100,5,6,8,like,IN,Kristyn,1,0,0
02_004_22c_100,5,6,9,darth,NNP,Kristyn,1,0,0
02_004_22c_100,5,6,10,vader,NNP,Kristyn,1,0,0
02_004_22c_100,5,6,11,say,VBP,Kristyn,1,0,0
02_004_22c_100,5,6,12,something,NN,Kristyn,1,0,0
02_004_22c_100,5,6,13,like,IN,Kristyn,1,0,0
02_004_22c_100,5,6,14,ethan,NNP,Kristyn,1,0,0
02_004_22c_100,5,6,15,please,VB,Kristyn,1,0,0
02_004_22c_100,5,6,16,stop,VB,Kristyn,1,0,0
02_004_22c_100,5,6,19,impersonation,NN,Kristyn,1,0,0
02_004_22c_100,5,7,1,please,NNP,Kristyn,1,0,0
02_004_22c_100,5,7,2,stop,VB,Kristyn,1,0,0
02_004_22c_100,5,7,3,acting,VBG,Kristyn,1,0,0
02_004_22c_100,5,7,4,like,IN,Kristyn,1,0,0
02_004_22c_100,5,7,5,darth,NNP,Kristyn,1,0,0
02_004_22c_100,5,7,6,vader,NNP,Kristyn,1,0,0
02_004_22c_100,5,7,8,return,NN,Kristyn,1,0,0
02_004_22c_100,5,7,11,conversation,NN,Kristyn,1,0,0
02_004_22c_100,5,8,4,think,VB,Kristyn,1,0,0
02_004_22c_100,5,9,4,think,VB,Kristyn,1,0,0
02_004_22c_100,5,9,6,might,MD,Kristyn,1,0,0
02_004_22c_100,5,9,8,better,JJR,Kristyn,1,0,0
02_004_22c_100,6,1,1,um,NNP,Teacher,0,0,0
02_004_22c_100,6,1,3,mean,VBP,Teacher,0,0,0
02_004_22c_100,6,1,8,specific,JJ,Teacher,0,0,0
02_004_22c_100,6,2,5,directly,RB,Teacher,0,0,0
02_004_22c_100,6,2,6,going,VBG,Teacher,0,0,0
02_004_22c_100,6,2,7,across,IN,Teacher,0,0,0
02_004_22c_100,6,2,9,words,NNS,Teacher,0,0,0
02_004_22c_100,6,2,12,refuse,VBP,Teacher,0,0,0
02_004_22c_100,6,3,4,think,VBP,Teacher,0,0,0
02_004_22c_100,6,3,6,really,RB,Teacher,0,0,0
02_004_22c_100,6,3,7,messed,VBD,Teacher,0,0,0
02_004_22c_100,6,3,9,calling,VBG,Teacher,0,0,0
02_004_22c_100,6,3,11,mr,NNP,Teacher,0,0,0
02_004_22c_100,6,3,12,vader,NNP,Teacher,0,0,0
02_004_22c_100,6,3,13,kind,NN,Teacher,0,0,0
02_004_22c_100,6,3,15,paniced,NN,Teacher,0,0,0
02_004_22c_100,7,1,3,really,RB,Kristyn,1,0,0
02_004_22c_100,7,1,4,hard,JJ,Kristyn,1,0,0
02_004_22c_100,7,1,10,told,VBD,Kristyn,1,0,0
02_004_22c_100,7,2,3,said,VBD,Kristyn,1,0,0
02_004_22c_100,7,2,4,something,NN,Kristyn,1,0,0
02_004_22c_100,7,2,5,like,IN,Kristyn,1,0,0
02_004_22c_100,7,2,6,hey,NNP,Kristyn,1,0,0
02_004_22c_100,7,2,7,ethan,NNP,Kristyn,1,0,0
02_004_22c_100,7,2,14,opens,VBZ,Kristyn,1,0,0
02_004_22c_100,7,2,17,back,NN,Kristyn,1,0,0
02_004_22c_100,7,2,19,forth,NN,Kristyn,1,0,0
02_004_22c_100,7,2,20,conversation,NN,Kristyn,1,0,0
02_004_22c_100,7,2,24,mean,VBP,Kristyn,1,0,0
02_004_22c_100,7,2,28,hard,JJ,Kristyn,1,0,0
02_004_22c_100,7,2,31,spot,NN,Kristyn,1,0,0
02_004_22c_100,7,2,33,like,VB,Kristyn,1,0,0
02_004_22c_100,7,2,34,make,VB,Kristyn,1,0,0
02_004_22c_100,7,2,36,right,JJ,Kristyn,1,0,0
02_004_22c_100,7,2,37,decision,NN,Kristyn,1,0,0
02_004_22c_100,7,3,3,think,VBP,Kristyn,1,0,0
02_004_22c_100,7,3,4,one,CD,Kristyn,1,0,0
02_004_22c_100,7,3,7,goals,NNS,Kristyn,1,0,0
02_004_22c_100,7,3,10,like,IN,Kristyn,1,0,0
02_004_22c_100,7,3,11,eliminate,VB,Kristyn,1,0,0
02_004_22c_100,7,3,13,room,NN,Kristyn,1,0,0
02_004_22c_100,7,3,15,response,NN,Kristyn,1,0,0
02_004_22c_100,7,3,16,eliminate,VBP,Kristyn,1,0,0
02_004_22c_100,7,3,18,room,NN,Kristyn,1,0,0
02_004_22c_100,7,3,20,ambiguity,NN,Kristyn,1,0,0
02_004_22c_100,7,3,22,try,VB,Kristyn,1,0,0
02_004_22c_100,7,3,24,end,VB,Kristyn,1,0,0
02_004_22c_100,7,3,26,conversation,NN,Kristyn,1,0,0
02_004_22c_100,7,3,28,quickly,RB,Kristyn,1,0,0
02_004_22c_100,7,3,30,possible,JJ,Kristyn,1,0,0
02_004_22c_100,7,3,33,saying,VBG,Kristyn,1,0,0
02_004_22c_100,7,3,34,let,VB,Kristyn,1,0,0
02_004_22c_100,7,3,35,us,PRP,Kristyn,1,0,0
02_004_22c_100,7,3,36,stop,VB,Kristyn,1,0,0
02_004_22c_100,7,4,8,way,NN,Kristyn,1,0,0
02_004_22c_100,7,4,11,like,IN,Kristyn,1,0,0
02_004_22c_100,7,4,12,firm,NN,Kristyn,1,0,0
02_004_22c_100,7,4,14,direct,VB,Kristyn,1,0,0
02_004_22c_100,7,4,15,without,IN,Kristyn,1,0,0
02_004_22c_100,7,4,17,coming,VBG,Kristyn,1,0,0
02_004_22c_100,7,4,20,like,JJ,Kristyn,1,0,0
02_004_22c_100,7,4,21,mean,NN,Kristyn,1,0,0
02_004_22c_100,7,4,23,like,IN,Kristyn,1,0,0
02_004_22c_100,7,4,24,overly,RB,Kristyn,1,0,0
02_004_22c_100,7,4,25,dictatorial,JJ,Kristyn,1,0,0
02_004_22c_100,7,4,27,anything,NN,Kristyn,1,0,0
02_004_22c_100,7,4,28,like,IN,Kristyn,1,0,0
02_004_22c_100,7,5,4,striking,VBG,Kristyn,1,0,0
02_004_22c_100,7,5,6,nice,JJ,Kristyn,1,0,0
02_004_22c_100,7,5,7,balance,NN,Kristyn,1,0,0
02_004_22c_100,7,5,10,already,RB,Kristyn,1,0,0
02_004_22c_100,7,5,13,initial,JJ,Kristyn,1,0,0
02_004_22c_100,7,5,14,simulation,NN,Kristyn,1,0,0
02_004_22c_100,7,6,7,practice,NN,Kristyn,1,0,0
02_004_22c_100,7,6,10,start,VBP,Kristyn,1,0,0
02_004_22c_100,7,6,11,teaching,VBG,Kristyn,1,0,0
02_004_22c_100,7,6,15,going,VBG,Kristyn,1,0,0
02_004_22c_100,7,6,18,something,NN,Kristyn,1,0,0
02_004_22c_100,7,6,19,ridiculous,JJ,Kristyn,1,0,0
02_004_22c_100,7,6,23,want,VBP,Kristyn,1,0,0
02_004_22c_100,7,6,26,respond,VB,Kristyn,1,0,0
02_004_22c_100,7,6,31,way,NN,Kristyn,1,0,0
02_004_22c_100,7,6,34,think,VBP,Kristyn,1,0,0
02_004_22c_100,7,6,36,specific,JJ,Kristyn,1,0,0
02_004_22c_100,9,1,3,start,VB,Kristyn,1,0,0
02_004_22c_100,9,1,6,teach,NN,Kristyn,1,0,0
02_004_22c_100,9,1,9,way,NN,Kristyn,1,0,0
02_004_22c_100,10,1,4,going,VBG,Teacher,0,0,0
02_004_22c_100,10,1,6,go,VB,Teacher,0,0,0
02_004_22c_100,10,1,20,best,JJS,Teacher,0,0,0
02_004_22c_100,10,1,21,students,NNS,Teacher,0,0,0
02_004_22c_100,10,1,22,possible,JJ,Teacher,0,0,0
02_004_22c_100,10,2,1,um,NNP,Teacher,0,0,0
02_004_22c_100,10,2,2,kristen,NNP,Teacher,0,0,0
02_004_22c_100,10,2,3,could,MD,Teacher,0,0,0
02_004_22c_100,10,2,5,please,VB,Teacher,0,0,0
02_004_22c_100,10,2,6,stop,VB,Teacher,0,0,0
02_004_22c_100,10,2,7,fanning,VBG,Teacher,0,0,0
02_004_22c_100,10,2,9,book,NN,Teacher,0,0,0
02_004_22c_100,10,2,10,like,IN,Teacher,0,0,0
02_004_22c_100,10,3,4,distracting,VBG,Teacher,0,0,0
02_004_22c_100,10,3,7,rest,NN,Teacher,0,0,0
02_004_22c_100,10,3,10,classroom,NN,Teacher,0,0,0
02_004_22c_100,11,1,1,yes,UH,Kristyn,1,0,0
02_004_22c_100,11,1,2,sir,NN,Kristyn,1,0,0
02_004_22c_100,11,2,1,thank,NN,Kristyn,1,0,0
02_004_22c_100,11,3,5,really,RB,Kristyn,1,0,0
02_004_22c_100,11,3,6,great,JJ,Kristyn,1,0,0
02_004_22c_100,11,4,3,named,VBD,Kristyn,1,0,0
02_004_22c_100,11,4,5,behavior,NN,Kristyn,1,0,0
02_004_22c_100,11,4,7,told,VBD,Kristyn,1,0,0
02_004_22c_100,11,4,9,quickly,RB,Kristyn,1,0,0
02_004_22c_100,11,4,14,want,VB,Kristyn,1,0,0
02_004_22c_100,11,4,18,name,VBP,Kristyn,1,0,0
02_004_22c_100,11,5,4,perfect,JJ,Kristyn,1,0,0
02_004_22c_100,11,5,5,behavior,NN,Kristyn,1,0,0
02_004_22c_100,11,6,4,exactly,RB,Kristyn,1,0,0
02_004_22c_100,11,6,7,want,VBP,Kristyn,1,0,0
02_004_22c_100,11,6,10,try,VB,Kristyn,1,0,0
02_004_22c_100,11,6,15,second,JJ,Kristyn,1,0,0
02_004_22c_100,11,6,16,round,NN,Kristyn,1,0,0
02_004_22c_100,11,6,19,simulation,NN,Kristyn,1,0,0
02_004_22c_100,11,7,3,start,VBP,Kristyn,1,0,0
02_004_22c_100,11,7,5,conversation,NN,Kristyn,1,0,0
02_004_22c_100,11,7,9,beginning,NN,Kristyn,1,0,0
02_004_22c_100,11,7,11,give,VB,Kristyn,1,0,0
02_004_22c_100,11,7,13,another,DT,Kristyn,1,0,0
02_004_22c_100,11,7,14,shot,NN,Kristyn,1,0,0
02_004_22c_100,11,8,5,questions,NNS,Kristyn,1,0,0
02_004_22c_100,11,8,8,get,VBP,Kristyn,1,0,0
02_004_22c_100,11,8,10,round,NN,Kristyn,1,0,0
02_004_22c_100,11,8,11,two,CD,Kristyn,1,0,0
02_004_22c_100,12,1,2,questions,NNS,Teacher,0,0,0
02_004_22c_074,1,1,1,simulation,NN,Anna,1,0,0
02_004_22c_074,1,3,1,thanks,NNS,Anna,1,0,0
02_004_22c_074,1,3,3,much,RB,Anna,1,0,0
02_004_22c_074,1,3,4,teacher,JJR,Anna,1,0,0
02_004_22c_074,1,4,5,feel,VB,Anna,1,0,0
02_004_22c_074,1,4,6,like,IN,Anna,1,0,0
02_004_22c_074,1,4,8,went,VBD,Anna,1,0,0
02_004_22c_074,2,1,3,really,RB,Teacher,0,0,0
02_004_22c_074,2,1,4,fun,JJ,Teacher,0,0,0
02_004_22c_074,3,1,1,oh,UH,Anna,1,0,0
02_004_22c_074,3,1,5,glad,JJ,Anna,1,0,0
02_004_22c_074,3,2,3,loved,VBD,Anna,1,0,0
02_004_22c_074,3,2,5,way,NN,Anna,1,0,0
02_004_22c_074,3,2,7,soon,RB,Anna,1,0,0
02_004_22c_074,3,2,11,behavior,NN,Anna,1,0,0
02_004_22c_074,3,2,12,started,VBD,Anna,1,0,0
02_004_22c_074,3,2,14,immediately,RB,Anna,1,0,0
02_004_22c_074,3,2,15,engaged,VBD,Anna,1,0,0
02_004_22c_074,3,2,21,letting,VBG,Anna,1,0,0
02_004_22c_074,3,2,22,things,NNS,Anna,1,0,0
02_004_22c_074,3,2,23,go,VBP,Anna,1,0,0
02_004_22c_074,3,2,25,attended,VBN,Anna,1,0,0
02_004_22c_074,3,3,3,really,RB,Anna,1,0,0
02_004_22c_074,3,3,4,timely,JJ,Anna,1,0,0
02_004_22c_074,3,3,7,responses,NNS,Anna,1,0,0
02_004_22c_074,3,3,9,students,NNS,Anna,1,0,0
02_004_22c_074,3,4,2,also,RB,Anna,1,0,0
02_004_22c_074,3,4,3,loved,VBD,Anna,1,0,0
02_004_22c_074,3,4,5,way,NN,Anna,1,0,0
02_004_22c_074,3,4,9,trying,VBG,Anna,1,0,0
02_004_22c_074,3,4,13,specific,JJ,Anna,1,0,0
02_004_22c_074,3,4,15,possible,JJ,Anna,1,0,0
02_004_22c_074,3,4,17,hey,JJ,Anna,1,0,0
02_004_22c_074,3,4,18,let,VBP,Anna,1,0,0
02_004_22c_074,3,4,19,us,PRP,Anna,1,0,0
02_004_22c_074,3,4,20,stop,VB,Anna,1,0,0
02_004_22c_074,3,4,22,specific,JJ,Anna,1,0,0
02_004_22c_074,3,4,23,behavior,NN,Anna,1,0,0
02_004_22c_074,3,5,3,want,VBP,Anna,1,0,0
02_004_22c_074,3,5,5,work,VB,Anna,1,0,0
02_004_22c_074,3,5,11,coaching,NN,Anna,1,0,0
02_004_22c_074,3,5,15,little,JJ,Anna,1,0,0
02_004_22c_074,3,5,16,bit,NN,Anna,1,0,0
02_004_22c_074,3,5,18,succinct,JJ,Anna,1,0,0
02_004_22c_074,3,5,21,redirections,NNS,Anna,1,0,0
02_004_22c_074,3,6,2,way,NN,Anna,1,0,0
02_004_22c_074,3,6,6,decrease,VB,Anna,1,0,0
02_004_22c_074,3,6,8,amount,NN,Anna,1,0,0
02_004_22c_074,3,6,10,time,NN,Anna,1,0,0
02_004_22c_074,3,6,11,spent,VBN,Anna,1,0,0
02_004_22c_074,3,6,12,focusing,VBG,Anna,1,0,0
02_004_22c_074,3,6,15,actual,JJ,Anna,1,0,0
02_004_22c_074,3,6,16,redirection,NN,Anna,1,0,0
02_004_22c_074,3,6,19,increase,VB,Anna,1,0,0
02_004_22c_074,3,6,21,amount,NN,Anna,1,0,0
02_004_22c_074,3,6,23,time,NN,Anna,1,0,0
02_004_22c_074,3,6,27,spending,VBG,Anna,1,0,0
02_004_22c_074,3,6,30,norms,NNS,Anna,1,0,0
02_004_22c_074,3,6,31,based,VBN,Anna,1,0,0
02_004_22c_074,3,6,32,discussion,NN,Anna,1,0,0
02_004_22c_074,3,7,1,sounds,NNS,Anna,1,0,0
02_004_22c_074,3,7,2,good,JJ,Anna,1,0,0
02_004_22c_074,3,9,3,let,VB,Anna,1,0,0
02_004_22c_074,3,9,5,pull,VB,Anna,1,0,0
02_004_22c_074,3,9,8,specific,JJ,Anna,1,0,0
02_004_22c_074,3,9,9,example,NN,Anna,1,0,0
02_004_22c_074,3,9,12,one,CD,Anna,1,0,0
02_004_22c_074,3,9,13,behavior,NN,Anna,1,0,0
02_004_22c_074,3,9,15,like,IN,Anna,1,0,0
02_004_22c_074,3,9,16,really,RB,Anna,1,0,0
02_004_22c_074,3,9,17,stood,VBD,Anna,1,0,0
02_004_22c_074,3,9,23,remembered,VBD,Anna,1,0,0
02_004_22c_074,4,1,1,um,NN,Teacher,0,0,0
02_004_22c_074,4,1,3,guess,VBP,Teacher,0,0,0
02_004_22c_074,4,1,5,big,JJ,Teacher,0,0,0
02_004_22c_074,4,1,6,one,CD,Teacher,0,0,0
02_004_22c_074,4,1,8,course,NN,Teacher,0,0,0
02_004_22c_074,4,1,12,ethan,NNP,Teacher,0,0,0
02_004_22c_074,4,1,13,definitely,RB,Teacher,0,0,0
02_004_22c_074,4,1,16,little,JJ,Teacher,0,0,0
02_004_22c_074,4,1,17,bit,NN,Teacher,0,0,0
02_004_22c_074,4,1,20,hard,JJ,Teacher,0,0,0
02_004_22c_074,4,1,21,time,NN,Teacher,0,0,0
02_004_22c_074,4,1,22,like,IN,Teacher,0,0,0
02_004_22c_074,4,1,23,keeping,VBG,Teacher,0,0,0
02_004_22c_074,4,1,25,voice,NN,Teacher,0,0,0
02_004_22c_074,4,1,30,know,VBP,Teacher,0,0,0
02_004_22c_074,4,1,32,really,RB,Teacher,0,0,0
02_004_22c_074,4,1,33,wanted,VBD,Teacher,0,0,0
